Key,Male,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
86,b,56.75,12.25,u,g,m,v,1.25,t,t,4,t,g,200,0,0.940611954774448
50,a,41.17,6.5,u,g,q,v,0.5,t,t,3,t,g,145,0,0.9387008097798066
28,a,24.5,0.5,u,g,q,h,1.5,t,f,0,f,g,280,824,0.9295788372470323
33,a,22.92,11.585,u,g,cc,v,0.04,t,f,0,f,g,80,1349,0.9265377731746092
98,a,20.75,10.335,u,g,cc,h,0.335,t,t,1,t,g,80,50,0.9224077352355998
30,b,20.17,5.625,u,g,w,v,1.71,t,f,0,f,s,120,0,0.9177023114947207
41,b,36.67,4.415,y,p,k,v,0.25,t,t,10,t,g,320,0,0.917256389157796
37,b,29.92,1.835,u,g,c,h,4.335,t,f,0,f,g,260,200,0.9126419681746273
80,b,34.25,3.0,u,g,cc,h,7.415,t,f,0,t,g,0,0,0.9030195281055435
47,b,23.25,1.0,u,g,c,v,0.835,t,f,0,f,s,300,0,0.8843353833525537
83,b,44.33,0.5,u,g,i,h,5.0,t,f,0,t,g,320,0,0.8771047879084011
82,b,23.17,0.0,u,g,cc,v,0.085,t,f,0,f,g,0,0,0.8727471482775141
77,b,26.0,1.0,u,g,q,v,1.75,t,f,0,t,g,280,0,0.8715470284732678
31,b,32.08,4.0,u,g,m,v,2.5,t,f,0,t,g,360,0,0.8706484152666492
64,b,27.75,0.585,y,p,cc,v,0.25,t,t,2,f,g,260,500,0.8582085299589384
88,a,23.42,0.79,y,p,q,v,1.5,t,t,2,t,g,80,400,0.855317015391371
79,b,34.92,2.5,u,g,w,v,0.0,t,f,0,t,g,239,200,0.854990160415026
44,b,21.83,0.25,u,g,d,h,0.665,t,f,0,t,g,0,0,0.8417939609135167
38,a,38.25,6.0,u,g,k,v,1.0,t,f,0,t,g,0,0,0.8400607689371968
76,a,25.75,0.5,u,g,c,h,0.875,t,f,0,t,g,491,0,0.8323768564701147
35,b,42.5,4.915,y,p,w,v,3.165,t,f,0,t,g,52,1442,0.786621120972536
12,a,30.58,10.665,u,g,q,h,0.085,f,t,12,t,g,129,3,0.7289813447442154
34,b,54.42,0.5,y,p,k,h,3.96,t,f,0,f,g,180,314,0.7238344304558857
81,b,23.33,11.625,y,p,w,v,0.835,t,f,0,t,g,160,300,0.6808344607807071
39,b,48.08,6.04,u,g,k,v,0.04,f,f,0,f,g,0,2690,0.48154402148332165
13,b,19.42,7.25,u,g,m,v,0.04,f,t,1,f,g,100,1,0.4697818862348785
22,a,22.67,0.75,u,g,c,v,2.0,f,t,2,t,g,200,394,0.46459381680744805
3,a,17.92,0.54,u,g,c,v,1.75,f,t,1,t,g,80,5,0.39352016190663464
6,b,47.17,5.835,u,g,w,v,5.5,f,f,0,f,g,465,150,0.3725983602172739
84,b,35.17,4.5,u,g,x,h,5.75,f,f,0,t,s,711,0,0.3295698477623845
25,b,35.0,3.375,u,g,c,h,8.29,f,f,0,t,g,0,0,0.3170262622102138
16,b,19.5,0.29,u,g,k,v,0.29,f,f,0,f,g,280,364,0.3131287870770424
24,b,17.92,0.205,u,g,aa,v,0.04,f,f,0,f,g,280,750,0.3107444287440846
74,b,41.5,1.54,u,g,i,bb,3.5,f,f,0,f,g,216,0,0.28168357007836087
14,a,17.92,10.21,u,g,ff,ff,0.0,f,f,0,f,g,0,50,0.2634880201452847
10,a,37.33,2.5,u,g,i,h,0.21,f,f,0,f,g,260,246,0.2528902118111863
20,b,40.58,3.29,u,g,m,v,3.5,f,f,0,t,s,400,0,0.25287906203436095
7,b,25.83,12.835,u,g,cc,v,0.5,f,f,0,f,g,0,2,0.24841039581194602
15,a,20.08,1.25,u,g,c,v,0.0,f,f,0,f,g,0,0,0.2435604969167906
75,b,23.92,0.665,u,g,c,v,0.165,f,f,0,f,g,100,0,0.23917396104626554
11,a,41.58,1.04,u,g,aa,v,0.665,f,f,0,f,g,240,237,0.22944508666405028
18,b,17.08,3.29,u,g,i,v,0.335,f,f,0,t,g,140,2,0.21914916917644056
36,b,22.08,0.83,u,g,c,h,2.165,f,f,0,t,g,128,0,0.21751379350671718
2,a,21.75,11.75,u,g,c,v,0.25,f,f,0,t,g,180,0,0.19029838187343295
4,b,30.33,0.5,u,g,d,h,0.085,f,f,0,t,s,252,0,0.1846752255339591
23,a,25.25,13.5,y,p,ff,ff,2.0,f,t,1,t,g,200,1,0.1540067266243602
8,a,50.25,0.835,u,g,aa,v,0.5,f,f,0,t,g,240,117,0.15359365967297045
17,b,27.83,1.0,y,p,d,h,3.0,f,f,0,f,g,176,537,0.12870144242906056
21,b,21.08,10.085,y,p,e,h,1.25,f,f,0,f,g,260,0,0.09675160132361849
9,?,29.5,2.0,y,p,e,h,2.0,f,f,0,f,g,256,17,0.09596679057143331
1,b,31.83,0.04,y,p,m,v,0.04,f,f,0,f,g,0,0,0.08611870789577247
19,b,36.42,0.75,y,p,d,v,0.585,f,f,0,f,g,240,3,0.07759232159628793
5,b,51.83,2.04,y,p,ff,ff,1.5,f,f,0,f,g,120,1,0.07313240810379629
